Product Status,Instrument,ISIN,WKN,Product Assignment Group Description,Market Maker,Specialist,First Trading Date,Last Trading Date
Active,BUXTON RESOURCES LTD,AU000000BUX1,000A0MYJD,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ERO COPPER CORP.,CA2960061091,000A2H5RW,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-11-13,
Active,THORNEY TECHS LTD,AU000000TEK4,000A2DJLH,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-09-21,
Active,TERRACOM LTD,AU000000TER9,000A144CW,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2015-11-24,
Active,BRAVURA SOLUTIONS,AU000000BVS9,000A2DGXJ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-11-24,
Active,ESKAY MINING CORP.,CA2964371066,000A0YDPM,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,BWX LTD,AU000000BWX7,000A2AJYQ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-05-29,
Active,ESSENTIAL ENERGY SVCS LTD,CA29669R1010,000A1CWZB,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,BRAMBLES LTD,AU000000BXB1,000A0LA6D,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,THOR ENG CUFS/1LS- 0 0001,AU000000THR2,000A0KFCX,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ALMADEN MINERALS,CA0202833053,000A14X2Z,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-05-09,
Active,CAPRAL LTD.,AU000000CAA9,000886474,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-01,
Active,TALGA GROUP LTD.,AU000000TLG7,000A1C0Q2,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-06-17,
Active,ALMONTY INDUSTRIES INC.,CA0203981034,000A1JSSD,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2015-11-06,
Active,ALORO MNG CORP.,CA02053E1016,000A2JENY,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-02-23,
Active,TALISMAN MINING LTD.,AU000000TLM5,000A0CBC3,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CANN GROUP LTD,AU000000CAN2,000A2DSUQ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-06-02,
Active,ETHER CAPITAL CORP.,CA29764T1012,000A2PBK5,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-02-15,
Active,TECHN.METALS AUSTR. O.N.,AU000000TMT8,000A2DG4Q,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,ALTIUS MINERALS CORP,CA0209361009,000172912,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,CARSALES.COM,AU000000CAR3,000A14PN8,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2015-02-27,
Active,TECHNOLOGY ONE LTD.,AU000000TNE8,000931047,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-14,
Active,ALTAI RES INC.,CA02136K1084,000893520,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-24,
Active,CARNAVALE RESOURCES LTD,AU000000CAV5,000A0MJ31,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,ALTAGAS LTD,CA0213611001,000A1C08S,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,TORO ENERGY LTD.,AU000000TOE6,000A0JC8C,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,COMMONW.BK AUSTR.,AU000000CBA7,000882695,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,TRITON MINERALS LTD.,AU000000TON7,000A0NGHD,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2014-07-24,
Active,EURO SUN MINING,CA29872L2066,000A2ARP6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-09-12,
Active,CARNEGIE CLEAN EN.,AU000000CCE7,000A2DJFY,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-12-19,
Active,ALTAIR RES INC.,CA02137W2004,000A2N6T0,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-09-28,
Active,TLOU ENERGY LTD,AU000000TOU2,000A1KDF8,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-05-18,
Active,EURO MANGANESE INC.,CA29872T1003,000A2N6V9,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-10-11,
Active,ALTAMIRA GOLD,CA02139L1031,000A2DQE7,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-04-20,
Active,CREDIT CORP. GROUP LTD.,AU000000CCP3,000A0D99X,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-09-18,
Active,THE REJECT SHOP LTD,AU000000TRS9,000A0Q67S,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-04-17,
Active,ALTIPLANO METALS INC.,CA02156R1082,000A2JNFG,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-06-07,
Active,CASH CONVERTERS INTL,AU000000CCV1,000898564,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-01,
Active,TROY RESOURCES LTD.,AU000000TRY7,000873387,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CARDNO LTD.,AU000000CDD7,000A0CA2K,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,ALTUS GROUP LTD,CA02215R1073,000A1H5H7,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-05-18,
Active,TREASURY WINE ESTATES LTD,AU000000TWE9,000A1H8S1,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,TYRANNA RES LTD,AU000000TYX5,000A14XX4,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-08-06,
Active,CALIMA ENERGY,AU000000CE10,000A2DWL4,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-08-25,
Active,CHALLENGER LTD.,AU000000CGF5,000A0BLBZ,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ULTIMA UNITED LTD.,AU000000UUL6,000A0MQ9M,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,CHALICE MINING LTD.,AU000000CHN7,000A0JDKP,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CHAMPION IRON,AU000000CIA2,000A111EF,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-04-08,
Active,AMERICAN LITHIUM,CA0272592092,000A2DWUX,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-08-29,
Active,VALOR RES LTD,AU000000VAL6,000A2DLPX,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-11-10,
Active,VICINITY CENTRES LTD,AU000000VCX7,000A143BG,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2015-11-04,
Active,EXCELSIOR MINING CORP.,CA3007632084,000A1C7JJ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,AMERIGO RESOURCES LTD,CA03074G1090,000548236,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,VIKING MINES LTD.,AU000000VKA8,000A1CWLK,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AMEX EXPLORATION INC.,CA03114B1022,000A2DJY1,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-04-03,
Active,EXCHANGE INCOME CORP.,CA3012831077,000A1C30Q,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2018-10-24,
Active,COLLINS FOODS LTD,AU000000CKF7,000A1JCYL,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-08-05,
Active,EXCO TECHS LTD,CA30150P1099,000878187,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2018-04-12,
Active,ANALYTIXINSIGHT INC.,CA03268Y1060,000A14NZM,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-11-02,
Active,CELSIUS RESOURCES LTD.,AU000000CLA6,000A1J56G,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-10-11,
Active,VITAL METALS LTD,AU000000VML1,000A0F5YD,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,EXEBLOCK TECHNOLOGY CORP.,CA30151G1081,000A2H7ZK,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-11-23,
Active,ANDREW PELLER LTD A,CA03444Q1000,000A0LCR5,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2019-01-31,
Active,ANFIELD RES INC.,CA03464C1068,000A2JSG9,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-01-02,
Active,CAPRICORN METALS LTD,AU000000CMM9,000A2AEH7,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-02-17,
Active,VOLT RESOURCES LTD,AU000000VRC9,000A2AGQP,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-04-07,
Active,CROMWELL PTY GP STPLD SEC,AU000000CMW8,000A0ESJ6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-03-05,
Active,EXMCEUTICALS INC.,CA30207T1049,000A2PAW2,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-03-29,
Active,CIRRUS NETW. HLDGS,AU000000CNW6,000A14V9H,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2015-07-06,
Active,COBALT BLUE HLDGS,AU000000COB8,000A2DG1B,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,WEST AFRICAN RES LTD,AU000000WAF6,000A1CZBT,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-22,
Active,COOPER ENERGY LTD.,AU000000COE2,000541712,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WESTPAC BKG,AU000000WBC1,000854242,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,COCHLEAR LTD,AU000000COH5,000898321,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,WEEBIT NANO LTD,AU000000WBT5,000A2APH0,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-08-04,
Active,COPPERMOLY LTD.,AU000000COY0,000A0M8C1,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,EXRO TECHS INC. NEW,CA30222R1091,000A2DWXY,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-11-21,
Active,ARBUTUS BIOPHARMA,CA03879J1003,000A14XMD,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-08-05,
Active,WEBJET LTD,AU000000WEB7,000911549,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,EXTENDICARE INC.,CA30224T8639,000A1JZ4L,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-03-13,
Active,COMPUTERSHARE LTD.,AU000000CPU5,000907458,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WHITE ENERGY LTD.,AU000000WEC5,000A0J3YN,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CSL LTD,AU000000CSL8,000890952,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,WESFARMERS LTD,AU000000WES1,000876755,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,WAGNERS HOLDING CO LTD,AU000000WGN7,000A2H9GP,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2017-12-18,
Active,CSR LTD,AU000000CSR5,000855877,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,CLEAN SEAS SEAFOOD LTD.,AU000000CSS3,000A0HL4J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WESTGOLD RES LTD,AU000000WGX6,000A2DGZ7,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-12-21,
Active,FPX NICKEL CORP.,CA3025911023,000A2DYUW,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-08-29,
Active,ARGENTUM SILVER CORP.,CA04014D2068,000A12ANR,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-08-26,
Active,FAIRFAX FINL HLDGS SV,CA3039011026,000899676,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CORPORATE TRAVEL MNGNT,AU000000CTD3,000A0YDGL,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-14,
Active,WHITEHAVEN COAL LTD,AU000000WHC8,000A0MSK7,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,CITIGOLD CORPORATION LTD.,AU000000CTO0,000892606,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,FALCON GOLD CORP.,CA3060442074,000A2AQC6,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-03-16,
Active,ARGENTINA LITHIUM+ENERGY,CA04016E2024,000A2N7AW,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-10-10,
Active,CENTRAL PETROLEUM LTD,AU000000CTP7,000A0JJWF,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WELLARD LTD,AU000000WLD8,000A2ADS6,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-18,
Active,FALCO RES LTD,CA30606C1086,000A1187J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-07-29,
Active,ARGO GOLD INC.,CA04016J1021,000A2ASDS,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-05-17,
Active,WORLEY LTD.,AU000000WOR2,000813023,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,FALCON OIL + GAS,CA3060711015,000A0EALA,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,WOOLWORTHS GROUP LTD.,AU000000WOW2,000886853,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ARHT MEDIA INC.,CA0403282050,000A2H8Y7,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-12-01,
Active,ARIANNE PHOSPHATE,CA04035D1024,000A1W18D,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-07-09,
Active,CLINUVEL PHARMACEUTICALS,AU000000CUV3,000A0JEGY,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,ARITZIA INC.SUB.VTG.SHS,CA04045U1021,000A2AS0Y,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2016-10-31,
Active,CARNARVON ENERGY LTD.,AU000000CVN8,000873226,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,FANCAMP EXPLORATION LTD,CA30710P1027,000157756,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WISETECH GLOBAL LTD,AU000000WTC3,000A2AGET,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-04-12,
Active,ARIZONA SILVER EXPLOR.INC,CA0405821087,000A2DRXX,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-07-03,
Active,ARROW EXPLORATION LTD.,CA04274P1053,000A2N6M3,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-10-08,
Active,CLEANAWAY WASTE MNGMT,AU000000CWY3,000A2AD6E,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-02-03,
Active,YANCOAL AUSTRALIA LTD,AU000000YAL0,000A1JZHX,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2012-08-13,
Active,CAULDRON ENERGY LTD.,AU000000CXU9,000A0RPBW,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ASANTE GOLD CORP.,CA04341X1078,000A1JUY6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-03-19,
Active,YOJEE LTD,AU000000YOJ5,000A2ALRN,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-10-24,
Active,CRADLE RESOURCES LTD,AU000000CXX3,000A1JD48,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,ASCENDANT RES INC.,CA0435041094,000A2DJNA,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-05-22,
Active,ZELIRA THERAPEUTICS LTD.,AU000000ZLD1,000A2AS5H,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-10-13,
Active,CYNATA THERAPEUTICS,AU000000CYP7,000A1W8VE,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-09-09,
Active,ASCOT RES LTD,CA04364G1063,000906170,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-24,
Active,ZINC OF IRELAND,AU000000ZMI8,000A2APN0,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-08-01,
Active,FENNEC PHARMACEUT.,CA31447P1009,000A12A5F,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2014-09-05,
Active,ZENITH MINERALS LTD,AU000000ZNC9,000A0MP37,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,DIGITALX LTD.,AU000000DCC9,000A115DQ,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2017-09-06,
Active,ASTON BAY HLDGS LTD O.N.,CA04624P1027,000A2AUFP,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-01-24,
Active,FIERA CAPITAL A SUBVTG,CA31660A1030,000A1C4LJ,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,DACIAN GOLD LTD,AU000000DCN6,000A1J69Z,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-11-20,
Active,DICKER DATA LTD,AU000000DDR5,000A1C89A,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-05-18,
Active,CLEARVUE TECH. LTD,AU0000003816,000A2PDU9,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-02-06,
Active,ATAC RESOURCES LTD,CA0464911068,000A0BKZG,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DE GREY MINING LTD.,AU000000DEG6,000633879,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-08-03,
Active,FILO MINING CORP.,CA31730E1016,000A2AQLS,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-03-14,
Active,ATCO LTD CL. I NON VTG,CA0467894006,000866126,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,DE.MEM LTD O.N.,AU000000DEM4,000A2DNYE,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-12-27,
